state_ut,crime_head,male_below_18_years,female_below_18_years,male_between_18_30_years,female_between_18_30_years,male_between_30_45_years,female_between_30_45_years,male_between_45_60_years,female_between_45_60_years,male_above_60_years,female_above_60_years,male_total,female_total,grand_total
Odisha,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,"Protection of Civil Rights Act, 1955",0,0,1,0,0,0,0,0,0,0,1,0,1
Total (State),"Protection of Civil Rights Act, 1955",0,0,27,5,39,2,37,0,4,1,107,8,115
A&N Islands,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"Protection of Civil Rights Act, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"Protection of Civil Rights Act, 1955",0,0,14,0,4,4,2,0,0,0,20,4,24
Total (UTs),"Protection of Civil Rights Act, 1955",0,0,14,0,4,4,2,0,0,0,20,4,24
Total (All-India),"Protection of Civil Rights Act, 1955",0,0,41,5,43,6,39,0,4,1,127,12,139
Andhra Pradesh,"Registration of Foreigners Act, 1930",0,0,6,2,3,0,1,0,0,0,10,2,12
Arunachal Pradesh,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"Registration of Foreigners Act, 1930",0,0,7,0,2,0,1,0,0,0,10,0,10
Bihar,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"Registration of Foreigners Act, 1930",0,0,4,2,11,0,4,0,2,0,21,2,23
Gujarat,"Registration of Foreigners Act, 1930",0,0,5,0,12,2,8,4,0,0,25,6,31
Haryana,"Registration of Foreigners Act, 1930",0,0,31,1,17,2,4,1,0,0,52,4,56
Himachal Pradesh,"Registration of Foreigners Act, 1930",0,0,2,0,3,0,0,0,0,0,5,0,5
Jammu & Kashmir,"Registration of Foreigners Act, 1930",0,0,9,0,10,0,5,0,0,0,24,0,24
Jharkhand,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"Registration of Foreigners Act, 1930",0,0,85,15,14,7,2,1,0,0,101,23,124
Kerala,"Registration of Foreigners Act, 1930",0,2,46,1,24,3,2,0,1,0,73,6,79
Madhya Pradesh,"Registration of Foreigners Act, 1930",0,0,1,0,0,0,0,0,0,0,1,0,1
Maharashtra,"Registration of Foreigners Act, 1930",0,0,10,0,8,0,1,0,0,0,19,0,19
Manipur,"Registration of Foreigners Act, 1930",0,0,13,0,10,0,0,0,0,0,23,0,23
Meghalaya,"Registration of Foreigners Act, 1930",2,0,99,0,26,0,5,0,5,0,137,0,137
Mizoram,"Registration of Foreigners Act, 1930",0,0,12,2,18,0,10,0,0,0,40,2,42
Nagaland,"Registration of Foreigners Act, 1930",0,0,4,0,1,0,1,0,0,0,6,0,6
Odisha,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"Registration of Foreigners Act, 1930",0,0,0,0,0,2,0,0,0,0,0,2,2
Rajasthan,"Registration of Foreigners Act, 1930",0,0,1,0,5,0,0,0,0,0,6,0,6
Sikkim,"Registration of Foreigners Act, 1930",0,0,0,0,1,0,0,0,0,0,1,0,1
Tamil Nadu,"Registration of Foreigners Act, 1930",0,0,28,2,60,0,21,1,1,0,110,3,113
Tripura,"Registration of Foreigners Act, 1930",0,0,0,0,1,0,0,0,0,0,1,0,1
Uttar Pradesh,"Registration of Foreigners Act, 1930",0,0,0,0,5,0,0,0,0,0,5,0,5
Uttarakhand,"Registration of Foreigners Act, 1930",0,0,0,0,1,0,1,0,1,0,3,0,3
West Bengal,"Registration of Foreigners Act, 1930",66,21,0,71,583,43,295,36,4,2,948,173,1121
Total (State),"Registration of Foreigners Act, 1930",68,23,363,96,815,59,361,43,14,2,1621,223,1844
A&N Islands,"Registration of Foreigners Act, 1930",1,0,32,1,40,0,11,0,1,0,85,1,86
Chandigarh,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"Registration of Foreigners Act, 1930",0,0,3,0,21,0,1,0,0,0,25,0,25
Lakshadweep,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"Registration of Foreigners Act, 1930",0,0,0,0,0,0,0,0,1,0,1,0,1
Total (UTs),"Registration of Foreigners Act, 1930",1,0,35,1,61,0,12,0,2,0,111,1,112
Total (All-India),"Registration of Foreigners Act, 1930",69,23,398,97,876,59,373,43,16,2,1732,224,1956
Andhra Pradesh,"SC/ST (Prevention of Attrocities) Act, 1989",1,0,391,41,654,51,458,39,54,2,1558,133,1691
Arunachal Pradesh,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,1,0,0,0,0,0,1,0,1
Bihar,"SC/ST (Prevention of Attrocities) Act, 1989",32,1,3485,42,3304,79,1383,52,59,0,8263,174,8437
Chhattisgarh,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,2,0,0,0,0,0,2,0,2
Goa,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,1,2,1,2,0,0,0,4,2,6
Gujarat,"SC/ST (Prevention of Attrocities) Act, 1989",2,0,159,5,230,11,97,8,1,0,489,24,513
Haryana,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,4,0,5,0,2,0,0,0,11,0,11
Himachal Pradesh,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,33,4,49,4,14,9,7,2,103,19,122
Jammu & Kashmir,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,203,3,238,3,70,2,2,0,513,8,521
Karnataka,"SC/ST (Prevention of Attrocities) Act, 1989",1,0,1144,64,1388,93,859,48,168,8,3560,213,3773
Kerala,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,4,1,25,2,7,0,0,0,36,3,39
Madhya Pradesh,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,7,0,4,0,1,0,0,0,12,0,12
Maharashtra,"SC/ST (Prevention of Attrocities) Act, 1989",7,2,183,15,200,29,95,9,26,1,511,56,567
Manipur,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"SC/ST (Prevention of Attrocities) Act, 1989",1,0,861,31,1167,55,547,9,15,3,2591,98,2689
Punjab,"SC/ST (Prevention of Attrocities) Act, 1989",1,0,5,0,11,0,2,0,0,0,19,0,19
Rajasthan,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,12,0,22,0,5,0,3,0,42,0,42
Sikkim,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"SC/ST (Prevention of Attrocities) Act, 1989",28,0,1021,37,1062,66,393,23,92,6,2596,132,2728
Tripura,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,"SC/ST (Prevention of Attrocities) Act, 1989",1,0,2762,24,1767,13,897,2,38,0,5465,39,5504
Uttarakhand,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,3,0,8,0,3,5,0,0,14,5,19
West Bengal,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,45,2,64,2,26,0,0,0,135,4,139
Total (State),"SC/ST (Prevention of Attrocities) Act, 1989",74,3,10322,270,10203,409,4861,206,465,22,25925,910,26835
A&N Islands,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,3,0,0,0,0,0,3,0,3
Chandigarh,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,1,0,0,0,0,0,1,0,1
D&N Haveli,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,1,0,0,0,0,0,0,0,1,0,1
Daman & Diu,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,16,4,6,5,3,0,0,0,25,9,34
Lakshadweep,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"SC/ST (Prevention of Attrocities) Act, 1989",0,0,5,0,1,0,0,0,0,0,6,0,6
Total (UTs),"SC/ST (Prevention of Attrocities) Act, 1989",0,0,22,4,11,5,3,0,0,0,36,9,45
Total (All-India),"SC/ST (Prevention of Attrocities) Act, 1989",74,3,10344,274,10214,414,4864,206,465,22,25961,919,26880
Andhra Pradesh,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Total (State),"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
A&N Islands,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Total (UTs),"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Total (All-India),"Terrorist and Disruptive Activities Act, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,Total SLL Crimes,133,2,24858,850,26820,1431,8395,671,1047,107,61253,3061,64314
Arunachal Pradesh,Total SLL Crimes,0,0,59,1,51,0,17,0,0,0,127,1,128
Assam,Total SLL Crimes,28,4,956,9,1350,10,96,0,0,0,2430,23,2453
Bihar,Total SLL Crimes,279,11,11286,335,9090,432,4425,339,219,21,25299,1138,26437
Chhattisgarh,Total SLL Crimes,262,6,97561,290,79175,420,35932,149,6739,12,219669,877,220546
Goa,Total SLL Crimes,2,0,1378,80,1144,39,548,26,86,7,3158,152,3310
Gujarat,Total SLL Crimes,434,148,87853,19478,85677,38796,41366,22017,4076,3041,219406,83480,302886
Haryana,Total SLL Crimes,219,1,16463,112,17637,86,5709,35,716,3,40744,237,40981
Himachal Pradesh,Total SLL Crimes,7,0,952,25,1212,63,462,36,60,8,2693,132,2825
Jammu & Kashmir,Total SLL Crimes,5,0,852,6,1051,19,436,6,38,1,2382,32,2414
Jharkhand,Total SLL Crimes,33,3,3618,181,3580,221,1015,97,76,34,8322,536,8858
Karnataka,Total SLL Crimes,44,0,20949,674,27272,794,10891,483,2069,136,61225,2087,63312
Kerala,Total SLL Crimes,96,2,169162,112,163092,256,84652,122,17155,24,434157,516,434673
Madhya Pradesh,Total SLL Crimes,496,12,64086,808,47847,1421,19283,530,1799,52,133511,2823,136334
Maharashtra,Total SLL Crimes,384,15,67492,2234,64442,4165,27293,2268,3644,384,163255,9066,172321
Manipur,Total SLL Crimes,1,0,419,18,427,54,126,16,8,3,981,91,1072
Meghalaya,Total SLL Crimes,5,1,202,13,74,3,18,1,7,0,306,18,324
Mizoram,Total SLL Crimes,1,2,287,43,230,78,83,24,7,2,608,149,757
Nagaland,Total SLL Crimes,2,1,353,32,248,33,46,1,5,1,654,68,722
Odisha,Total SLL Crimes,15,0,8261,396,9623,771,4731,313,392,56,23022,1536,24558
Punjab,Total SLL Crimes,82,5,12629,790,12930,892,6369,321,84,1,32094,2009,34103
Rajasthan,Total SLL Crimes,123,1,32079,364,27030,307,10400,85,914,21,70546,778,71324
Sikkim,Total SLL Crimes,15,2,106,20,111,27,19,0,0,0,251,49,300
Tamil Nadu,Total SLL Crimes,1317,161,235975,18298,247126,22017,106012,8162,13237,784,603667,49422,653089
Tripura,Total SLL Crimes,29,0,289,13,213,0,39,0,0,0,570,13,583
Uttar Pradesh,Total SLL Crimes,128,5,1220874,648,556198,734,212815,285,5193,23,1995208,1695,1996903
Uttarakhand,Total SLL Crimes,18,0,79410,38,74063,129,13233,184,2190,2,168914,353,169267
West Bengal,Total SLL Crimes,114,28,6753,392,8489,354,3262,157,76,2,18694,933,19627
Total (State),Total SLL Crimes,4272,410,2165162,46260,1466202,73552,597673,36328,59837,4725,4293146,161275,4454421
A&N Islands,Total SLL Crimes,1,0,607,21,1093,83,621,91,117,37,2439,232,2671
Chandigarh,Total SLL Crimes,3,0,788,29,642,15,130,6,0,0,1563,50,1613
D&N Haveli,Total SLL Crimes,0,0,15,3,20,1,2,1,0,0,37,5,42
Daman & Diu,Total SLL Crimes,0,0,26,12,37,4,22,0,0,0,85,16,101
Delhi UT,Total SLL Crimes,53,0,4093,91,2815,234,584,49,29,4,7574,378,7952
Lakshadweep,Total SLL Crimes,0,0,25,0,19,0,5,0,0,0,49,0,49
Puducherry,Total SLL Crimes,1,1,529,5,464,10,84,4,14,2,1092,22,1114
Total (UTs),Total SLL Crimes,58,1,6083,161,5090,347,1448,151,160,43,12839,703,13542
Total (All-India),Total SLL Crimes,4330,411,2171245,46421,1471292,73899,599121,36479,59997,4768,4305985,161978,4467963
